ip_location,reposts_count,comments_count,attitudes_count,source,content,NLP,ip_location_new
发布于 广西,0,3,17,OPPO Find X2 Pro,#谁在炒作只有中国反对日本排放核污水#700亿日元的威力，一堆号出来洗相信科学不相信立场，你真相信科学，那就让日本自己喝下去或者用来生活[太开心][太开心][太开心][太开心][太开心],2,发布于 广西
发布于 广东,0,0,0,iPhone客户端,你们快点跑[泪]#海洋生物##日本核污染水排海正式开始#要 保护好海洋生物  那个排放污水的怪物会被我们打败的！,0,发布于 广东
发布于 浙江,3,63,27,超话,擎天柱：别管是不是低配的，我能变形,0,发布于 浙江
发布于 江苏,0,0,0,iPhone客户端,#日政客妄言中国游客入境先吃福岛海产#呵呵，谁想出来的妙计，但凡少喝一口核污水都说不出这种话，不要脸到极致了，恬不知耻的日本人,0,发布于 江苏
发布于 湖南,0,0,0,河堤的iPhone 14 Pro,哈哈哈哈哈哈可爱//@银河莲子羹:看到这个消息突然泪目了，这几天八嘎们的核污水让我抑郁绝望，但我兔真的好棒！希望中国人的平平安安的活下去（五十万除外，精日除外，洗白核污水的二鬼子除外。）,2,发布于 湖南
发布于 安徽,0,0,0,OPPO A58 5G,#核污水排海后日本人在海里游泳#都这么不在意 当初为什么不给他们喝呢 为什么要排出来 日本人一天喝过个几升 我就不相信喝不完,0,发布于 安徽
发布于 贵州,0,3,1,HarmonyOS设备,"两个人看电影看到现在，看了一部冷门动画《狼行者》，一开始是被精美的画风吸引，本以为是一个普普通通少儿动画，结果出乎意料的好看[打call]
有隐喻殖民者对被殖民地的压迫，有人类在发展过程中如何与自然和平共处的思考。联想到最近的核污水事件，很难受，现实不能像童话一样圆满，动物们终究不能战胜人类守护自己的家园[泪][泪][泪]自私的人呐，什么时候才能意识到地球不止属于人类[失望]",0,发布于 贵州
发布于 广东,0,0,0,微博轻享版,//@别梦依稀笑逝川 :“排核污水是科学问题”，真不是科学问题。科学是科学，技术是技术，工程是工程。科学都写在教科书上，没人质疑。技术由各公司各团队掌握，你懂科学原理，不一定掌握技术。工程就更复杂了，是很多技术的有效组合，由具体的人和机构实施，成败很难说。我不质疑科学，我就不信东电…,0,发布于 广东
发布于 中国香港,5,42,165,微博视频号,#岸田文雄午餐全是福岛食材#政客一貫操作，一定不是福島食材，又沒有飲核污水，差評！ http://t.cn/A6Objh7d,1,发布于 中国香港
发布于 天津,0,0,0,nova5Pro人像超级夜景,#南京Hero久竞[超话]#有没有一种可能南京队因为日本排放核污水担心变异所以故意输掉夏季赛就为了不去海边呢（对不起已经疯了开始说胡话了[拜拜][拜拜][拜拜]）,0,发布于 天津
发布于 湖北,0,0,0,iPhone客户端,#核污水排海后日本人在海里游泳#既然可以游泳，直接接到自来水厂，喝掉不就是了，这点水，日本人喝不掉？你坏可以，但是别装好人。,2,发布于 湖北
发布于 江苏,349,50,6262,iPhone 14 Pro Max,"“大海，脏了啊…”
今天再看之前拍的这组…真是格外讽刺。

#坚决抵制日本排放核污水##核污水对人体有什么危害##研究称日本核污水排海240天到达中国# 
污水入海…物种开始面临一场无法逃脱的慢性死 亡。
…好无奈。

出镜@冯玉憬 http://t.cn/A6O2y67A",1,发布于 江苏
发布于 内蒙古,0,0,0,微博网页版,日本所有民众应该给东电集款了，给东电公司筹齐大量的钱，让东电更有钱来处理核污水，避免海洋和海产品出现任何问题，要保护好你们日本人地海洋和海产品，对于核的放射性物质造成的污染，尽可能地不要去冒这个危险。,2,发布于 内蒙古
发布于 河北,0,0,0,微博视频号,第一次担心天气预报不准，让风浪来得更猛烈些吧#日本_#核污水__#台风达维_#地震_#洋流  http://t.cn/A6OyfulO,0,发布于 河北
发布于 福建,0,0,0,HUAWEI Mate 40 Pro,小日本对儿童的宣传材料称核污水处理后可以饮用啊[二哈],1,发布于 福建
发布于 浙江,0,0,3,烤年糕的Android,牛逼。。。//@OMG我的天哪尊嘟假嘟:这种应该是因为核污水的事抵制日谷拍的……[允悲]//@如果悲伤的只是一朵花:炫谷呢 不过人家的谷想怎么拍就怎么拍,0,发布于 浙江
发布于 江苏,0,0,0,iPhone客户端,没事，我们人多，不用通过打电话来数人头[爱你]留着去喝核污水吧[挤眼],0,发布于 江苏
发布于 陕西,0,0,8,微博轻享版,"#日本核废水排海已经开始影响邻国#  
核污水谢谢，不是核废水，大眼仔也收钱了？",0,发布于 陕西
发布于 江苏,1,2,1,索尼Xperia™ XZ Premium,一个核污水，又开启智商测试了，有些是装愚蠢，有些则是真愚蠢，最愚蠢的表现为抢盐，我不禁要问，你们疫情期间抢的药吃完了吗？,0,发布于 江苏
发布于 陕西,0,0,5,Redmi K40,#东电承认超6成储存核污水放射物超标#就说这个国家从根上就坏了,0,发布于 陕西
发布于 广东,0,0,0,iPhone客户端,核污水你不要过来啊[二哈]#东电称暂无核污水停止排放时间##谁在炒作只有中国反对日本排放核污水#,0,发布于 广东
发布于 新疆,0,0,4,华为手机 畅享玩不停,#核污水排海韩国已出现连锁反应#富士山什么时候爆[微笑],2,发布于 新疆
发布于 四川,0,0,0,HUAWEI Mate30 Pro 5G,回复@大魏的battle:你们排的是核污水我们中国可没排核污水，拿了八百亿分之几啊这位。//@大魏的battle:回复@莫喊莫得_288:因为我们也排，，,1,发布于 四川
发布于 江苏,0,0,2,真我V3 5G,#日本政府已向儿童发核污水安全传单#不是吧，连自己家孩子都骗啊，真不怕以后你们的孩子都是三头六臂哦，建议发放安全传单的日本政府先自己喝一杯呢，毕竟以身作则才更有说服力啊[微笑],2,发布于 江苏
发布于 江苏,0,0,0,微博视频号,【台湾专家：#日水产品被大陆暂停进口后或销往台湾#】#核污水或1到2年后漂到台湾周边海域#日本将核污水排海，台湾专家预测，被大陆暂停进口的日本水产品，有可能会被倾销到台湾，台湾的渔民和商贩对产业前景非常担忧。日本核污染水排海后，台湾相关单位开始对周边海域进行检测。专家预测，估计一到两年后，将有污染物漂到周边海域。#东电承认超6成储存核污水放射物超标#@小央视频 http://t.cn/A6OUPd2W,0,发布于 江苏
发布于 上海,18,54,929,iPhone 12 Pro Max,日本烧烤,2,发布于 上海
发布于 贵州,0,0,2,iPhone客户端,"日本核污水排海，此恶劣行径堪称世间绝无仅有的，一个垃圾分类做得最好的国家，下水道里能够养鱼，医院手术室的地板干净的可以用嘴舔，却会对世界做出这种丧尽天良的事。

但是对照本子的民族性格来看，又是完全在意料之中的，日本人“知小礼而无大义，拘小节而无大德，重末节而轻廉耻，畏威而不怀德，强必盗寇，弱必卑伏。”

康熙曾经这样评价日本：倭子国，最是反复无常之国。其人，甚卑贱，不知世上有恩谊，只一味慑于武威……故尔，不得对其有稍许好颜色——《康熙起居注》",2,发布于 贵州
发布于 四川,0,0,0,iQOO 10 未来电竞旗舰,"日本排核污水这种事，说到底也是日本内政，只是他的内政举措有很大的国际影响力。世界上唯一能阻止他进行这种内政举措的国家就是美国，没有其他原因，因为日本国土上有驻日美军。
至于你说我们普通人能干什么，那只能等到有一天怪兽去日本搞破坏的时候，在心里支持一下怪兽了。",0,发布于 四川
发布于 天津,0,0,2,微博视频号,"#核污水# 
广州珠江现鱼群齐游 鱼群至少一公里长 网友:消息在海里传开了 http://t.cn/A6O4Olfo",1,发布于 天津
发布于 湖北,0,0,0,荣耀X20 SE,#韩国议员在福岛怒骂抗议日本政府##东电承认超6成储存核污水放射物超标##太平洋沿岸国有权向日本政府发起核污水索赔# 恶心死了，是不是有病，为什么一个核污水相关热搜都没有，这群资本真是畜生,0,发布于 湖北
发布于 陕西,0,0,0,Android,"#日媒宣称日本针对中方措施开展外交攻势#

排污30年，受影响最大的就是人口最多的中国。周围的国家也都看着中国的反应，而中国的反制措施就只是禁止进口……

难怪李敖说，现在的大陆政府只会浪叫。
发个日本核污水白皮书，然后开干呗。",0,发布于 陕西
发布于 广东,0,0,0,荣耀Play3,//@小小怪将军yeah:回复@蘅皋霂:已举报//@最烦第一深情:那就让日本留两桶核污水，送到国际原子能机构办公室。,1,发布于 广东
发布于 广东,0,0,0,Android客户端,这个死鬼核污水你们自个儿留着慢慢喝吧，你玩完了！,0,发布于 广东
发布于 浙江,0,0,1,HUAWEI Mate 50 Pro,[赞][赞][赞]@张捷观察-谁是谁非任评说 ：日本东电的股东是谁吗？核废水、污水到底哪个危害大……,0,发布于 浙江
发布于 北京,1,0,4,HUAWEI P40 Pro 5G,#日媒宣称日本针对中方措施开展外交攻势#日本鬼子由于他们的居住环境以及民族性格从来都不可能放弃侵占中国土地和资源的想法，可以说他们一直走在准备侵略、进行侵略的路上。二战日本尝到了甜头他们不会后悔侵略只会后悔侵略失败。这次排放核污水不断对祖国进行挑衅，不成又对中方措施开展外教攻势，试图从中切入搞舆论战，根本目的不过是挑起战争，后面有美国鬼子支持，估计都已经规划好了怎么分配我们的资源了，以及之后怎么洗舆论了。对于日本来说，排放核污染杀敌800自损1000，他们在用全国的命运赌对中国侵略的成功，不成功便成仁，他们在中国搞土地搞学校，转移人口，失败了也有那么多小鬼子在中国，对于美国来说不论结果如何它都能坐收渔翁之利。鬼子向来畏威不怀德，喜欢不宣而战，我们要警惕外面更要防范内部,0,发布于 北京
发布于 重庆,0,0,4,微博视频号,日本民众说日本未处理的核污水排入大海是犯罪行为，日本政府这种做法绝对不能容忍。#日方反咬中国洗白不了排污入海劣迹# http://t.cn/A6ObNIql,0,发布于 重庆
发布于 上海,0,0,0,iPhone客户端,#日本东电首次开放核污水处理设施#如果没问题，就留给日本人民喝完享用就行了，何必冒着指责干这些事情呢……,2,发布于 上海
发布于 辽宁,0,0,1,iPhone客户端,#东电承认超6成储存核污水放射物超标#除了增加热度，抵制日货，还能做点啥？,0,发布于 辽宁
发布于 山东,0,0,0,微博轻享版,遗传自他阿嬷是自愿的//@内含子:反对正常的核电，却要喝太君的核污水。//@糖及喝的:转发微博,1,发布于 山东
发布于 江苏,0,0,1, 日常记录 ,许愿核污水倒灌日本,1,发布于 江苏
发布于 江苏,0,0,0,iPhone客户端,//@M大王叫我来巡山:[苦涩]//@Jokielicious:我们的老百姓努力学习垃圾分类，平时一直都很节约，政府努力节能减排。然后妈的美国炸北溪，加拿大不管自己的山火，日本排核污水。我恨,2,发布于 江苏
发布于 湖南,0,2,1,则予送的Android,#东京电力称核污水排海有问题将停止#滚，恶心的日本,0,发布于 湖南
发布于 河北,0,0,1,iPhone客户端,#中元节#核污水鬼来了都得变异,0,发布于 河北
发布于 湖北,0,1,11,微博视频号,把间谍都拉去日本喝核污水  #网红大学老师相宜自曝辞职# http://t.cn/A6OUQOgf,1,发布于 湖北
发布于 宁夏,0,1,0,nova7你在焦点在,#请大英博物馆无偿归还中国文物#还回来！还回来！还回来！顺便再骂一遍垃圾日本排放核污水#研究称日本核污水排海240天到达中国#,2,发布于 宁夏
发布于 湖北,340,143,2251,HUAWEI P60 Art,太真实了,2,发布于 湖北
发布于 浙江,0,0,0,Xiaomi 13,海洋问题是很严肃的问题，禁止玩梗❗ 海洋问题是很严肃的问题，禁止玩梗❗ 海洋问题是很严肃的问题，禁止玩梗❗ 一天天的都是啥事啊？？日本倾倒核污水事件是关系到全人类的事情，应该被重视！！！@电视剧长相思 不要搞有的没的这种宣发！这和演员本人没有任何关系，不要上升演员，感谢🙏🙏🙏,2,发布于 浙江
发布于 河南,0,0,0,nova7你在焦点在,抵制日本！对赖以生存的海洋做排放核污水的举动，漠视生命，残忍陷害水生物，想让全世界为他们的错误买单，让无辜海洋和海洋生命当他们替罪羊，自私自利的国家政府，恶心至极。,0,发布于 河南
发布于 广西,0,0,0,我产品仙品Android,"我亲爱的「神明大人」 生日快乐
🇯🇵排放核污水你是不是不能和「英雄」一起在海边散步了呢？ 你以后只能在学校的喷泉里面泡水了吧
不知不觉我已经和你认识601天了 好喜欢「神明大人」
请「神明大人」和「英雄」好好的生活下去吧",2,发布于 广西
发布于 四川,0,0,0,OPPO Reno6 Pro+ 5G,#中国游客赴日意愿下降日本业界很担心#肆无忌惮排核污水的时候你怎么不担心呢[顶][顶][顶][顶][顶]说一套做套，当面一套背后一套,1,发布于 四川
发布于 天津,0,0,1,vivo X90,日本排放核污水，中国还开放赴日旅游？这是啥操作？@外交部 @外交部发言人办公室,0,发布于 天津
发布于 四川,0,0,0,iPhone客户端,#被美军炸了67次又遇上日本核污水#,1,发布于 四川
发布于 湖北,0,0,2,nova7你在焦点在,#日本核污染水排海正式开始#制裁小日本的原因首先是生保护海洋生态和保障人民健康。其次是敲打日本政府排放核污水对相关反对声音的无视。如果后续拿到海洋生态受损的实证，应当推动相关国际组织向日本索赔，迫其道歉及停止核污水排放，在这之前，严格执行对日制裁。与此同时，严格按照国家相关标准，执行对海产品加大抽样检验，切实有效兼顾中国消费者和中国渔业从业者权益。ps，为日本核污染水排海洗地的人，试图模糊焦点，混淆是非的人，妈祖在看着你们！不要种孽因，否则得恶果！,2,发布于 湖北
发布于 山西,0,0,0,OPPO A96 5G,既然核污水安全，那就别排海了，留着日本全民一起喝嘛[二哈]#历史会记住日本政府这一笔# #日本核污染水排海正式开始#,1,发布于 山西
发布于 广西,0,0,0,Android,核污水肯定早排放了 不然咱老芝人怎么脑子像被毒傻了,0,发布于 广西
发布于 上海,0,0,0,iPhone客户端,"#日本国内超市停买水产品让日企心态崩了#
我觉得这个东西如果想让别人都相信安全，那么日本应该上到领导人下到企业，日常饮用都核污水，喝满一年咱们再看[微笑]",2,发布于 上海
发布于 广东,0,0,1,iQOO Neo8,#日本核污水排海首日辐射值就超标#怎么办,1,发布于 广东
发布于 四川,4,3,22,Redmi K60E,"日本核污水排海阴谋诡异 ！
1. 排海！违背人论！政府坚持到底（大阴谋）！
2，排海！人人自危，大迁移爆发点（大迁移的油头）！
3，排海！地理环境已不能在支持日本国（整国大迁移）！
4，排海！全国移民（化整为零，星星之火可以燎原，阴谋诡计）！
5，排海！政府行为（保护移民的本性）！
6, ……
中国人！必须时刻准备着，勿忘国耻！
#关注日本核污水排海##日本核污水排海民众忍无可忍#",2,发布于 四川
发布于 广西,0,0,1,iPhone客户端,#日方反咬中国洗白不了排污入海劣迹#上班本来就很累，小日子还整这事，反咬你爸爸干哈子，地方不大，恶心人的事不少，有这种钱来整这些，把钱留着处理核污水还有去看看脑子不好吗，每一代都能变着样子恶心人[微笑][微笑][微笑],0,发布于 广西
发布于 上海,3936,280,6857,微博网页版,"杰尼斯事务所今日在官网公布由外部专家组成的防止再犯特别团队制作的调查报告，其中正式承认在1970年到2010年，已故社长喜多川对多数ジャニーズJr.长期广泛实施性侵。
调查书概要：
2.事实调查
在本次调查的结果中，我们确认了以下事实：自从上世纪50年代起，杰尼斯事务所的创始人Johnny喜多川就已经涉及性加害行为；在该事务所内，从上世纪70年代初到2010年代中期期间，他长时间、广泛地多次对许多Johnny&#39;s Jr.成员进行性加害。
迄今为止对于周刊文春的专题报道和相关的诉讼、揭露书籍的出版以及BBC的采访请求等，事务所都没有采取适当的措施来调查性加害的问题。

3.原因
(1) 喜多川的异常性癖
(2) 玛丽的放任和掩盖
(3) 事务所的不作为
(4) 导致受害潜在化的权力结构关系

喜多川并不是针对少数特定的Johnny&#39;s Jr.实施性加害，而是在大范围内对众多Johnny&#39;s Jr.成员。他甚至在同一晚上，对同一训练所或同一酒店房间内多名成员实施性加害。从受害者的询问中可以得知，至少有数百名受害者，这一点得到了多个证人的证实。",0,发布于 上海
发布于 福建,0,0,0,vivo X80,//@古拉格大酒店前台接待员:转发区这么热爱核污水可以去日本喝个够，大家都会感谢你们的[哇]//@古拉格大酒店前台接待员:你最好正式文件+公章，鬼知道你们开除没有,2,发布于 福建
发布于 广东,1,0,0,荣耀Magic3 Pro 5G,"日本人为什么自己不喝光核污水，要排大海祸害全人类，反人类罪的恶行,小日本必遭天谴。",0,发布于 广东
发布于 安徽,2,0,1,iPhone 13,[doge] http://t.cn/A6OAcj14 //@老牟的微博:#有料才会有奇迹# 2023年，日本核污水，国际原子能机构态度→_→ http://t.cn/A6OAygJC //@竹山吃山竹://@白城以北:不是说你们同意了吗[费解][费解],1,发布于 安徽
发布于 河南,0,0,0,Android,"#日本核污染水排海正式开始# 
假如日本的地理位置在美国附近，或者在欧洲旁边，其污水排海计划是否可以实施？或者会如何处理？
如果在俄罗斯附近呢？
#研究称日本核污水排海240天到达中国#",0,发布于 河南
发布于 贵州,0,0,3,Xiaomi 12,#台风或使核污水扑向美国#认准路线，别迷路！,0,发布于 贵州
发布于 广东,2,0,0,iPhone客户端,乐//@FabuLous楼长:鱼不是撒欢，是受惊后的应激反应，鱼不看新闻，也不认识国家。就算没有台风，北太平洋暖流也流向美国，不用其他因素，核污水本就存在朝美国的流向,0,发布于 广东
发布于 广东,0,0,0,荣耀Magic5,[二哈]//@草帽抄书:『你是不是把皇军给我的好处吃了回扣啦！』//@Jokielicious:就整得很像陈佩斯演八路不停把鬼子叫成皇军的节目效果//@水獭军一般兵:还是有的，他们找了一群直人打电话骂爹，结果这群人唯唯诺诺，连核污水都不敢说,0,发布于 广东
发布于 山东,11,20,19,iPhone 11,"日本鬼子核废水加排污对中国城市化有何影响？

1、北京限房政策永远不可能全放开，最多开一点口子，因为北京是首都，不需要太多的人，但有日本鬼子排毒，更加剧了北京房产限购，就怕长三角和珠三角的人涌入北京。

2、上海和深圳如果明智，现在完全放开限购，清盘，否则日本鬼子排毒加剧，很多房子都是就是有价无市，甚至彻底横盘。

3、日本排污对海南岛有点影响，但不大、因为离得远，很多北方老人怕冷，有各种疾病，海南气候尤其大三亚气候还是有优势的，即使日本排污毒素很大，就是老人不吃海鲜不去下海就行，另外，本来就老了，什么事情都看开了，坦然的面对未来，也不怕日本鬼子的毒。

4、如果大首都聚集大量人口，那廊坊市就有启动市内地铁的希望，中国南部人口浩浩荡荡来首都周边，作为地级市的廊坊、就该着手建真正的地铁了。

5、中国人口，很多人开始回老巢祖籍的家乡村或者县城，通过互联网及远程办公来生活。

6、西部省会城市，也就是离海超过200公里的省城都会猛聚人，这些人就是来自沿海地区。

7、九大部委号召退休人员回老巢，也是基于日本排毒的影响

最后，假如房产限购全部放开在全国，只有俩地方房价还有涨：
北京猛涨
大三亚微涨

沿海的猛降
其它的地方平淡。

以上就是鬼子排毒对中国城市化的影响。",0,发布于 山东
发布于 山东,0,0,0,装成iPhone客户端,好耶//@-罐儿-:资瓷！//@黑暗王朝:支持[赢牛奶]//@开水族馆的生物男:直接喝核污水不是更棒？//@他们叫我冰箱:太支持了！//@sophy-Ivy:支持！！！！！！//@客官不要慌:资瓷//@遥望星空113:加油，赶紧吃[摊手][摊手][摊手],2,发布于 山东
发布于 广东,0,0,1,Redmi 12C,这位园田康博最有话语权，日本政府为什么以他们国家子民的生命安全甚至全人类的生命安全来冒险？难不成他们代代都要当鬼子？//@源源成祥:日本🇯🇵唯一一个喝下经过处理的核污水园田康博死于怕看共和国，全身多发性骨髓瘤，全身腐烂！,0,发布于 广东
发布于 辽宁,0,0,3,HarmonyOS设备,#日媒宣称日本针对中方措施开展外交攻势# 孤立就孤立呗，反正这些年没少被孤立，儿子随爹会80、孤立也是意料之中的。对了，听说小鬼子让在🇨🇳的小鬼子少说日语以防被打？想多了，一是我们不像你们说一套做一套，二是我们 遵 纪 守 法 ，三是与其说这些不如想想怎么管管你们的核污水、核废水。,0,发布于 辽宁
发布于 山东,0,4,5,iPhone 13 Pro Max,"大家别被骗 就这么一个微博 
我希望骗子下辈子投胎成日本人 天天喝核污水
还有 每次骗子都先从月月下手 怎么那么欺负人啊",0,发布于 山东
发布于 陕西,0,0,0,微博视频号,【#95后小伙怒砸日料店改中餐厅#：民族情怀，砸掉不心疼】8月25日，贵州毕节。日本排放核污水后，一男子将自己日料店砸毁。据小伙付先生表示，核污水排放后会对海产品产生冲击，再加上民族情怀，砸毁其实也没有很心疼，后续准备改成中式餐厅。#核污水排海韩国已出现连锁反应# @搜狐千里眼 http://t.cn/A6OLzbE7,0,发布于 陕西
发布于 美国,0,0,0,三星android智能手机,//@孤烟暮蝉:对啊，灌泳池岂不美哉？//@空山清雨竹间摇:不懂，这么爱，为啥不直接在核污水里游。[阴险],1,发布于 美国
发布于 甘肃,0,0,0,HUAWEI P30,//@呦嚯:所有红V只要说继续吃海鲜，对排核污水只字不提，对抢盐重劝出j击，有一个算一个都有问题 http://t.cn/A6O2gUW6,1,发布于 甘肃
发布于 浙江,0,0,0,HUAWEI Mate 50 Pro,昨天跟三哥学到一招:我敢吃国产转基因，你敢喝福岛核污水吗[挖鼻],1,发布于 浙江
发布于 广东,0,0,0,OPPO Find X5 Pro,//@戚继光是抗倭名将:日本每多一分钱，世界就多一分危险！每买一个日本产品，就等于让日本有更多拨款去买武器、排放核污水、捂嘴、搞认知战！ ！！！//@亲爱的小鼹鼹:中国和日本是血海深仇，日本沉没时，我们也不会再接受日本难民,2,发布于 广东
发布于 黑龙江,29,64,1371,华为 Mate X3,同学们，冷静冷静，试想一下，如果鬼子排放核污染水的罪行会直接导致人类短期的危亡甚至灭绝，那么世界此刻绝不会这么安静，绝不会听之任之…那些唯利是图的财阀和政客，权衡利弊的经验比我们丰富的多，他们一定是在风险可控的范围内，选择了支持和默许小日子，并借此破坏我们…所以，可以愤怒，可以问候鬼子祖宗十八代，可以抵制日货，但是不要过分悲观，不要因此扰乱原有的生活节奏，更不要消极厌世，这些负面的影响短期内可能比核污染水更具有杀伤力和破坏力啊！#历史会记住日本政府这一笔#,0,发布于 黑龙江
发布于 海南,1,0,6,华为Mate40保时捷设计,#日本政府已向儿童发核污水安全传单#开始了，是准备说“历史上没有这一段”还是直接不学啊？就这点出息，脸都不要了,0,发布于 海南
发布于 湖北,0,0,0,iPhone 11,日本舆论最爱“我们也是普通民众很无辜”这一套，南京大图杀，慰安妇，靖国神厕，一路这么洗过来的，日本人把自己藏进群体里，只要从众就安全了，法不责众。核污水这事没有一个日本人是无辜的。要知道沉默纵容也是犯罪，日本是恶之地，长不出好种。,0,发布于 湖北
发布于 广西,0,0,0,OPPO Reno2 Z,#东京电力称核污水排海有问题将停止#是设备有问题才停吧[怒][怒][怒][怒][怒][怒]该亖的小日本，还有做决策的所有人不得好死,1,发布于 广西
发布于 上海,0,0,2,iPad mini,"#核污水排海韩国已出现连锁反应#
已知核废水总储量137万吨，每天增加140吨。

日本人有1.26亿，每人每天2杯核废水400ml， 50400吨，那大概28天就能喝完。
如果1.26亿日本人从每人每天8杯水的健康需求来看：八杯水就是1600ml，一天大约201600吨。所以日本人每天八杯核废水，大概七天就能喝完。

既然安全，既然都达标，为什么不给日本人自己都喝了呢？ 日本政府官员可以带头喝，日本民众也就都放心跟着喝了。",2,发布于 上海
发布于 河北,0,0,0,HUAWEI P20 Pro,日本人简直不能称作人，叫他们畜牲都是高看他们了。真的恨不得撕烂小日本鬼子，特么的老子要是有一天因为核污水要死了，老子一定拉日本鬼子垫背，艹艹艹,0,发布于 河北
发布于 山东,0,0,0,Android,回复@julianhappy123:你需要证明你喝过，比如现在直播从上海坐飞机到福岛，再到取核污水，再在直播间观众眼里直接喝。//@julianhappy123:回复@助倭脱贫美利坚:我拿个杯子🍺的啊！和其他人一样喝法,1,发布于 山东
发布于 福建,0,0,0,一加 Ace 2 王牌兔,还赖上我们中国了[允悲][二哈]！踏马的，你核污水排海，还拉帮结派对付我们，不知道环太平洋的各个国家怎么想的！？现在是谁对环太平洋周边渔业造成重大破坏和污染，以后大家海鲜都吃不了了，日本排污，你怪中国？！[二哈],0,发布于 福建
发布于 湖南,0,0,0,小米5X 拍人更美,#东电承认超6成储存核污水放射物超标#,0,发布于 湖南
发布于 黑龙江,0,0,0,iPhone客户端,很难想象，如果核辐射随着降雨来到全国各地，东北黑土地被核辐射，土地水源污染，人口粮食生存如何保障，其他产粮区也是一样，如果大家吃了核辐射的粮食，又会什么样，太可怕了，坚决抵制日本，必须停止核污染水排放！为健康安全生活积极争取！抵制日本政府，抵制日货！别说什么哎呀放海里就稀释了。🙉#日本核污染水排入海洋##抵制日货##守护海洋##海洋不是日本的污水池# http://t.cn/A6OAFOTs,2,发布于 黑龙江
发布于 浙江,0,1,0,Note 10 Pro,看海豚湾时看到血染一片的海水 现在又是核污水 一步步的离这篇蔚蓝的海洋远走越远,0,发布于 浙江
发布于 江苏,1,0,0,iPhone客户端,//@然后下面就没了:太好了//@M大王叫我来巡山:是这样的。以后我的失误都是因为日本排核污水//@王八正在撸猫中:太好了//@赴雨期:太好了//@无法用孤独之类的符号解释的心脏:太好了//@蓝莓樱桃牛奶巧克力方方慕斯:太好了//@喝杯绿桃汁:太好了[馋嘴],1,发布于 江苏
发布于 浙江,0,0,0,iPhone客户端,东电承认超6成储存核污水放射物超标，并称对核污水排放时长无任何计划#东电承认超6成储存核污水放射物超标# http://t.cn/A6OUpygm,1,发布于 浙江
发布于 上海,0,0,1,拒绝内卷打工人,"#台风达维或造成海水倒灌日本#
快点快进到核污水倒灌 富士山🗻复活
🇯🇵人自刎谢罪吧….",0,发布于 上海
发布于 宁夏,0,2,10,Redmi K40,#福岛真相#我做饭的时候，突然记起一个人，一个好像是瑞典的还是哪个欧洲国家的姑娘，环保大使来着，批判中国的筷子叨叨了很多。你咋闭嘴了？嗯？你喜欢核污水？嗯？#日本核污染水排海正式开始#,0,发布于 宁夏
发布于 北京,0,0,0,微博搜索,#日本核污染水下午排入海洋# 凡是最近有发苏联核废料、核事故污染内容的，这些内容都不说事件发生的时间、核废料核污水的具体放射源素、也不说同期美国、欧洲、日本自己的核事故核污染物排放，90%是外务省700亿日元舆情处理经费到账了。,0,发布于 北京
发布于 江西,0,0,0,OPPO Reno8 5G,抵制日货。抵制日本排放核污水，人类不能没有水，若干年后后代会问，当年明明可以制止，人类又做了什么呢？,0,发布于 江西
发布于 海南,0,0,3,Samsung Z Flip3 5G,"这些海洋生态链的它们要怎么办
小日本可以去死吗
从 美日间谍 毒教材 中医中药 鬼子换国计划 …… 到现在针对性往渤海排核污水
小日本真是一代又一代的阴贱
抗日真是每个时代的必备
假设中俄朝联合起来和全世界玩命
若我不能上战场投弹
也一定給军费捐款我一年工资存款
干死这帮阴贱下三烂日本狗",0,发布于 海南
发布于 山东,0,1,2,iPhone客户端,因为日本排核污水而焦虑 为海洋生物担心难过 担心自己和世间万物生命生存的时候 感觉很渺小世界很宏观 可是明天又要上班的现实痛苦出现时 一切又具象起来 眼前的不堪也是不堪 未来的痛苦也是痛苦 不让公司给我交五险了 就不用扣我几百块钱 我够呛活到发养老保险那岁,0,发布于 山东
发布于 安徽,0,2,14,微博轻享版,你游以前说是恁田在活动图脱粪，现在简直是炸核污水沼气池，看一眼都不想打了,0,发布于 安徽
发布于 广东,0,0,0,微博网页版,"🐰：
好难过，已经为核污水emo了一下午了",0,发布于 广东
发布于 广东,0,2,5,iPhone客户端,"#日本核废水排海已经开始影响邻国#核污水好吗！核物理教授说了核污染水是十年前海啸地震时核电站核心部件震裂了  为了防止爆炸 直接接触了最中心核燃料融化堆芯的水，直接接触了核燃料！！核废水甚至都没接触核燃料怎么可能含有64种放射性元素 且7成以上超标？！而且是史无前例，世界上从未有过。只有日本核电站被震裂泄漏了后，核污染水直接接触融化堆芯后，还去特么的排海的……日本还不让韩国直接对其进行采样 且这些极其危险的核放射性物质这样放到海里也是第一次 后果是未知的 你又怎么判断它的风险？？？任何国家都没有这个经验 换句话说民众就是核放射性物质的小白鼠，要让民众拿命赌？？？

而且据悉 福岛第一核电站港湾内捕获的鱼类体内所含放射性元素铯超标，甚至达日本法定标准180倍之多。。

国家对此高度紧张 维护公众安全  这个标题不要当搅屎棍",0,发布于 广东
发布于 江苏,0,0,19,毛球铲屎官Android,#台风或使核污水扑向美国#美国还客气个啥？儿子的孝敬，那还不得照盘全收嘛！？,0,发布于 江苏
